Time Performed:   9/2/2014  9:37 AM,
-0.112,-4.75867E-06
-0.111,-4.71179E-06
-0.11,-4.65192E-06
-0.109,-0.000004591
-0.108,-4.55144E-06
-0.107,-4.51029E-06
-0.106,-4.43408E-06
-0.105,-4.37194E-06
-0.104,-4.3351E-06
-0.103,-4.28275E-06
-0.102,-4.24145E-06
-0.101,-4.19723E-06
-0.1,-4.1479E-06
-0.099,-4.13252E-06
-0.098,-4.03626E-06
-0.097,-3.97479E-06
-0.096,-3.97369E-06
-0.095,-3.90279E-06
-0.094,-3.87326E-06
-0.093,-3.83131E-06
-0.092,-3.72027E-06
-0.091,-3.71172E-06
-0.09,-3.66341E-06
-0.089,-3.6222E-06
-0.088,-3.57247E-06
-0.087,-3.52141E-06
-0.086,-3.46963E-06
-0.085,-3.44532E-06
-0.084,-3.42453E-06
-0.083,-3.37093E-06
-0.082,-3.32832E-06
-0.081,-3.24766E-06
-0.08,-3.19764E-06
-0.079,-0.000003178
-0.078,-3.13043E-06
-0.077,-3.09424E-06
-0.076,-3.00715E-06
-0.075,-2.99586E-06
-0.074,-0.000002933
-0.073,-2.90569E-06
-0.072,-2.84565E-06
-0.071,-0.000002803
-0.07,-2.74487E-06
-0.069,-2.71674E-06
-0.068,-2.65707E-06
-0.067,-2.60983E-06
-0.066,-2.56724E-06
-0.065,-2.54112E-06
-0.064,-2.49014E-06
-0.063,-2.45027E-06
-0.062,-0.000002394
-0.061,-2.36072E-06
-0.06,-2.3115E-06
-0.059,-0.000002266
-0.058,-2.21955E-06
-0.057,-2.1729E-06
-0.056,-2.13818E-06
-0.055,-2.10263E-06
-0.054,-2.07108E-06
-0.053,-2.02679E-06
-0.052,-1.97312E-06
-0.051,-1.92582E-06
-0.05,-1.88767E-06
-0.049,-1.85709E-06
-0.048,-1.81484E-06
-0.047,-1.77156E-06
-0.046,-1.72846E-06
-0.045,-1.69891E-06
-0.044,-1.64174E-06
-0.043,-1.61741E-06
-0.042,-1.57657E-06
-0.041,-0.00000152
-0.04,-1.48688E-06
-0.039,-1.44708E-06
-0.038,-1.40461E-06
-0.037,-1.36412E-06
-0.036,-1.34054E-06
-0.035,-1.29911E-06
-0.034,-0.000001249
-0.033,-1.21207E-06
-0.032,-1.17211E-06
-0.031,-1.13048E-06
-0.03,-1.09958E-06
-0.029,-1.05452E-06
-0.028,-1.02159E-06
-0.027,-9.88189E-07
-0.026,-9.46821E-07
-0.025,-0.00000091
-0.024,-8.6853E-07
-0.023,-8.30318E-07
-0.022,-7.931E-07
-0.021,-7.55444E-07
-0.02,-7.21328E-07
-0.019,-6.81411E-07
-0.018,-6.44741E-07
-0.017,-6.04059E-07
-0.016,-5.68877E-07
-0.015,-5.33361E-07
-0.014,-4.98823E-07
-0.013,-4.61355E-07
-0.012,-4.26803E-07
-0.011,-3.91745E-07
-0.01,-3.54551E-07
-0.009,-3.16177E-07
-0.008,-2.82222E-07
-0.007,-2.46438E-07
-0.006,-2.12248E-07
-0.005,-1.77832E-07
-0.004,-1.42211E-07
-0.003,-1.07924E-07
-0.002,-7.31712E-08
-0.001,-3.87942E-08
0,-2.72492E-09
0.001,3.2468E-08
0.002,6.69378E-08
0.003,1.006786E-07
0.004,1.35367E-07
0.005,1.68673E-07
0.006,2.02332E-07
0.007,2.37061E-07
0.008,2.69899E-07
0.009,3.04398E-07
0.01,3.41381E-07
0.011,0.000000375
0.012,4.11231E-07
0.013,4.4109E-07
0.014,4.77871E-07
0.015,5.10607E-07
0.016,5.46175E-07
0.017,5.80868E-07
0.018,6.16793E-07
0.019,6.52296E-07
0.02,6.87904E-07
0.021,7.2356E-07
0.022,7.5462E-07
0.023,7.92392E-07
0.024,8.3169E-07
0.025,8.61161E-07
0.026,9.02373E-07
0.027,9.37799E-07
0.028,9.77729E-07
0.029,1.010662E-06
0.03,1.049774E-06
0.031,1.083668E-06
0.032,1.122406E-06
0.033,1.15227E-06
0.034,1.19546E-06
0.035,1.2301E-06
0.036,1.28287E-06
0.037,1.31925E-06
0.038,1.34257E-06
0.039,1.38556E-06
0.04,1.4284E-06
0.041,1.46439E-06
0.042,1.50623E-06
0.043,1.54331E-06
0.044,1.58675E-06
0.045,1.63066E-06
0.046,1.65893E-06
0.047,1.71268E-06
0.048,1.74812E-06
0.049,1.79011E-06
0.05,1.83225E-06
0.051,1.88155E-06
0.052,1.91711E-06
0.053,1.96125E-06
0.054,2.00013E-06
0.055,2.0435E-06
0.056,2.08857E-06
0.057,2.13823E-06
0.058,2.16409E-06
0.059,2.20927E-06
0.06,0.000002247
0.061,2.29362E-06
0.062,2.37969E-06
0.063,2.41519E-06
0.064,2.43705E-06
0.065,2.49909E-06
0.066,2.5201E-06
0.067,0.000002585
0.068,2.63119E-06
0.069,2.66918E-06
0.07,2.71144E-06
0.071,2.75042E-06
0.072,2.79158E-06
0.073,2.83572E-06
0.074,2.87691E-06
0.075,2.91724E-06
0.076,2.98763E-06
0.077,3.04784E-06
0.078,0.000003062
0.079,3.10835E-06
0.08,3.16362E-06
0.081,3.2039E-06
0.082,3.26375E-06
0.083,3.30875E-06
0.084,3.34891E-06
0.085,3.38937E-06
0.086,3.43268E-06
0.087,3.46054E-06
0.088,0.000003517
0.089,3.55832E-06
0.09,3.63391E-06
0.091,0.000003665
0.092,3.71761E-06
0.093,3.74029E-06
0.094,3.80943E-06
0.095,3.85734E-06
0.096,3.90858E-06
0.097,3.96291E-06
0.098,3.97991E-06
0.099,4.01506E-06
0.1,4.08331E-06
0.101,4.1112E-06
0.102,4.18226E-06
0.103,4.20139E-06
0.104,4.25663E-06
0.105,4.31308E-06
0.106,0.000004328
0.107,4.38938E-06
0.108,4.45574E-06
0.109,4.48448E-06
0.11,0.000004539
0.111,0.000004588
0.112,4.61193E-06
0.113,4.66821E-06
0.114,4.71173E-06
0.115,4.7762E-06
0.116,4.83112E-06
0.117,4.84417E-06
0.118,4.88313E-06
0.119,4.94722E-06
0.12,0.000005046
0.121,5.09718E-06
0.122,5.09479E-06
0.123,5.09942E-06
0.124,5.17692E-06
0.125,5.24274E-06
0.126,5.28563E-06
0.127,0.000005298
0.128,5.3787E-06
0.129,5.40163E-06
0.13,5.47777E-06
0.131,5.52932E-06
0.132,5.56505E-06
0.133,5.61972E-06
0.134,5.64961E-06
0.135,5.68657E-06
0.136,0.000005766
0.137,5.78459E-06
0.138,5.86747E-06
0.139,5.92177E-06
0.14,5.97659E-06
0.141,5.99821E-06
0.142,6.07219E-06
0.143,6.08021E-06
0.144,6.14675E-06
0.145,6.1822E-06
0.146,6.24828E-06
0.147,6.31185E-06
0.148,6.35214E-06
0.149,6.39322E-06
0.15,0.000006455
0.151,6.50162E-06
0.152,6.56236E-06
0.153,6.61071E-06
0.154,6.65339E-06
0.155,6.68452E-06
0.156,6.75094E-06
0.157,6.80387E-06
0.158,6.86084E-06
0.159,6.91488E-06
0.16,0.000006961
0.161,7.00689E-06
0.162,7.08993E-06
0.163,7.11172E-06
0.164,7.18429E-06
0.165,7.24449E-06
0.166,7.29746E-06
0.167,7.34683E-06
0.168,7.42429E-06
0.169,7.4781E-06
0.17,7.52532E-06
0.171,7.54569E-06
0.172,7.60877E-06
0.173,7.63664E-06
0.174,7.7271E-06
0.175,7.77632E-06
0.176,7.83187E-06
0.177,7.90082E-06
0.178,7.96143E-06
0.179,8.01956E-06
0.18,8.0766E-06
0.181,8.12511E-06
0.182,8.1922E-06
0.183,8.23485E-06
0.184,0.000008319
0.185,8.38706E-06
0.186,8.41914E-06
0.187,8.48866E-06
0.188,8.52252E-06
0.189,8.59579E-06
0.19,8.64343E-06
0.191,8.7121E-06
0.192,8.76445E-06
0.193,8.82422E-06
0.194,8.87866E-06
0.195,8.95512E-06
0.196,9.01921E-06
0.197,9.08347E-06
0.198,9.12942E-06
0.199,9.20332E-06
0.2,0.000009239
0.201,9.32119E-06
0.202,9.38613E-06
0.203,9.59459E-06
0.204,9.61722E-06
0.205,9.74527E-06
0.206,9.73352E-06
0.207,9.8136E-06
0.208,9.88128E-06
0.209,9.93608E-06
0.21,9.97932E-06
0.211,1.000426E-05
0.212,1.000572E-05
0.213,1.00875E-05
0.214,1.013328E-05
0.215,1.020133E-05
0.216,1.025039E-05
0.217,1.034081E-05
0.218,1.039851E-05
0.219,1.048451E-05
0.22,1.054842E-05
0.221,1.060138E-05
0.222,1.065894E-05
0.223,1.071107E-05
0.224,1.081356E-05
0.225,1.086147E-05
0.226,1.092537E-05
0.227,1.098066E-05
0.228,1.106059E-05
0.229,1.11315E-05
0.23,1.125234E-05
0.231,1.127058E-05
0.232,1.14455E-05
0.233,1.14591E-05
0.234,1.15963E-05
0.235,1.16104E-05
0.236,1.16498E-05
0.237,1.17529E-05
0.238,1.17527E-05
0.239,1.18241E-05
0.24,1.19114E-05
0.241,1.19719E-05
0.242,1.20302E-05
0.243,1.20955E-05
0.244,1.23269E-05
0.245,1.23923E-05
0.246,1.24645E-05
0.247,1.24193E-05
0.248,1.25455E-05
0.249,1.26536E-05
0.25,0.000012727
0.251,1.27824E-05
0.252,1.29122E-05
0.253,1.30998E-05
0.254,1.31508E-05
0.255,0.000013224
0.256,1.33106E-05
0.257,1.33867E-05
0.258,1.34427E-05
0.259,1.35178E-05
0.26,1.35825E-05
0.261,1.36706E-05
0.262,1.37729E-05
0.263,1.38171E-05
0.264,1.38895E-05
0.265,0.000013962
0.266,1.40453E-05
0.267,1.41271E-05
0.268,1.42056E-05
0.269,1.42917E-05
0.27,1.43286E-05
0.271,1.43724E-05
0.272,1.44892E-05
0.273,0.00001456
0.274,1.46573E-05
0.275,1.47309E-05
0.276,1.47728E-05
0.277,1.48501E-05
0.278,1.49457E-05
0.279,0.000015011
0.28,1.50856E-05
0.281,1.51835E-05
0.282,0.000015288
0.283,1.53546E-05
0.284,1.54029E-05
0.285,1.54888E-05
0.286,1.55414E-05
0.287,1.56367E-05
0.288,1.54079E-05
0.289,1.57631E-05
0.29,1.58746E-05
0.291,1.59587E-05
0.292,1.60265E-05
0.293,0.000016067
0.294,1.61904E-05
0.295,1.62479E-05
0.296,1.63102E-05
0.297,1.63982E-05
0.298,1.64742E-05
0.299,1.65665E-05
0.3,1.66313E-05
