Time Performed:   9/2/2014  9:40 AM,
-0.202,-9.19724E-06
-0.201,-0.00000919
-0.2,-9.15417E-06
-0.199,-9.03839E-06
-0.198,-8.92686E-06
-0.197,-8.80667E-06
-0.196,-8.80028E-06
-0.195,-8.77407E-06
-0.194,-8.70778E-06
-0.193,-8.65423E-06
-0.192,-8.60929E-06
-0.191,-8.51456E-06
-0.19,-8.51455E-06
-0.189,-8.34492E-06
-0.188,-0.000008359
-0.187,-8.42434E-06
-0.186,-0.00000827
-0.185,-0.000008308
-0.184,-8.1584E-06
-0.183,-8.00211E-06
-0.182,-0.000007965
-0.181,-7.86253E-06
-0.18,-7.90359E-06
-0.179,-7.79653E-06
-0.178,-7.75434E-06
-0.177,-7.72137E-06
-0.176,-7.49358E-06
-0.175,-7.67331E-06
-0.174,-7.39139E-06
-0.173,-7.32792E-06
-0.172,-7.27285E-06
-0.171,-7.42348E-06
-0.17,-7.37989E-06
-0.169,-7.32228E-06
-0.168,-7.11277E-06
-0.167,-7.14149E-06
-0.166,-6.96793E-06
-0.165,-6.75084E-06
-0.164,-6.95814E-06
-0.163,-6.74067E-06
-0.162,-6.75321E-06
-0.161,-6.53525E-06
-0.16,-6.42529E-06
-0.159,-6.38353E-06
-0.158,-6.53862E-06
-0.157,-6.26672E-06
-0.156,-6.45641E-06
-0.155,-6.14528E-06
-0.154,-6.17686E-06
-0.153,-6.21458E-06
-0.152,-6.03742E-06
-0.151,-5.88544E-06
-0.15,-5.76371E-06
-0.149,-5.71416E-06
-0.148,-5.87181E-06
-0.147,-5.68688E-06
-0.146,-5.67641E-06
-0.145,-5.56447E-06
-0.144,-5.55974E-06
-0.143,-5.66556E-06
-0.142,-5.59111E-06
-0.141,-5.53749E-06
-0.14,-5.49359E-06
-0.139,-5.41433E-06
-0.138,-5.36157E-06
-0.137,-5.28889E-06
-0.136,-5.04587E-06
-0.135,-5.25828E-06
-0.134,-5.1865E-06
-0.133,-5.02287E-06
-0.132,-4.90239E-06
-0.131,-4.84712E-06
-0.13,-4.78113E-06
-0.129,-4.6976E-06
-0.128,-4.64615E-06
-0.127,-4.66383E-06
-0.126,-4.63418E-06
-0.125,-4.46558E-06
-0.124,-4.50827E-06
-0.123,-4.41907E-06
-0.122,-4.37819E-06
-0.121,-4.3322E-06
-0.12,-4.30791E-06
-0.119,-4.24164E-06
-0.118,-4.30389E-06
-0.117,-4.19859E-06
-0.116,-4.3289E-06
-0.115,-4.10256E-06
-0.114,-4.05388E-06
-0.113,-3.99962E-06
-0.112,-4.08574E-06
-0.111,-3.9474E-06
-0.11,-3.92212E-06
-0.109,-3.86447E-06
-0.108,-3.82851E-06
-0.107,-3.79173E-06
-0.106,-3.81962E-06
-0.105,-3.77988E-06
-0.104,-3.62848E-06
-0.103,-3.61625E-06
-0.102,-3.5609E-06
-0.101,-3.52531E-06
-0.1,-3.56643E-06
-0.099,-3.44982E-06
-0.098,-3.4244E-06
-0.097,-3.47591E-06
-0.096,-3.41572E-06
-0.095,-3.32146E-06
-0.094,-3.35154E-06
-0.093,-3.28032E-06
-0.092,-3.19038E-06
-0.091,-3.15351E-06
-0.09,-3.13323E-06
-0.089,-3.07627E-06
-0.088,-3.07329E-06
-0.087,-0.000003025
-0.086,-2.97891E-06
-0.085,-2.94572E-06
-0.084,-2.92407E-06
-0.083,-0.00000288
-0.082,-2.83339E-06
-0.081,-2.84756E-06
-0.08,-0.000002787
-0.079,-2.7667E-06
-0.078,-2.74441E-06
-0.077,-0.000002648
-0.076,-2.62809E-06
-0.075,-2.66269E-06
-0.074,-2.58207E-06
-0.073,-2.52076E-06
-0.072,-2.49535E-06
-0.071,-2.45725E-06
-0.07,-2.40721E-06
-0.069,-2.37471E-06
-0.068,-0.000002335
-0.067,-2.30368E-06
-0.066,-2.27386E-06
-0.065,-2.2498E-06
-0.064,-2.20614E-06
-0.063,-2.16416E-06
-0.062,-2.19389E-06
-0.061,-2.14825E-06
-0.06,-2.05081E-06
-0.059,-2.03519E-06
-0.058,-1.99166E-06
-0.057,-1.60976E-06
-0.056,-1.59921E-06
-0.055,-1.54916E-06
-0.054,-1.53048E-06
-0.053,-1.48873E-06
-0.052,-1.45928E-06
-0.051,-1.42374E-06
-0.05,-1.45636E-06
-0.049,-1.36665E-06
-0.048,-0.000001335
-0.047,-1.31341E-06
-0.046,-1.27279E-06
-0.045,-1.24628E-06
-0.044,-1.23464E-06
-0.043,-1.19035E-06
-0.042,-0.00000117
-0.041,-1.14823E-06
-0.04,-1.11184E-06
-0.039,-1.08077E-06
-0.038,-1.06321E-06
-0.037,-1.02447E-06
-0.036,-9.97151E-07
-0.035,-9.79897E-07
-0.034,-9.49375E-07
-0.033,-9.15719E-07
-0.032,-9.22265E-07
-0.031,-8.87741E-07
-0.03,-8.55343E-07
-0.029,-8.15345E-07
-0.028,-7.71948E-07
-0.027,-7.49864E-07
-0.026,-7.18386E-07
-0.025,-6.82466E-07
-0.024,-0.00000065
-0.023,-6.2558E-07
-0.022,-5.98888E-07
-0.021,-5.68083E-07
-0.02,-5.43718E-07
-0.019,-0.000000519
-0.018,-4.8674E-07
-0.017,-4.57133E-07
-0.016,-4.36777E-07
-0.015,-4.0719E-07
-0.014,-3.75523E-07
-0.013,-3.5818E-07
-0.012,-3.31091E-07
-0.011,-2.98588E-07
-0.01,-0.000000269
-0.009,-2.37193E-07
-0.008,-2.12843E-07
-0.007,-1.84688E-07
-0.006,-1.58456E-07
-0.005,-1.33173E-07
-0.004,-1.10811E-07
-0.003,-8.30951E-08
-0.002,-5.64232E-08
-0.001,-0.00000003
0,-2.6697E-09
0.001,2.32196E-08
0.002,4.82327E-08
0.003,7.3804E-08
0.004,9.71757E-08
0.005,1.22209E-07
0.006,1.47135E-07
0.007,1.70174E-07
0.008,1.90538E-07
0.009,2.13906E-07
0.01,2.41937E-07
0.011,2.65732E-07
0.012,2.84184E-07
0.013,3.08903E-07
0.014,3.34169E-07
0.015,3.56683E-07
0.016,3.78149E-07
0.017,4.01277E-07
0.018,4.20324E-07
0.019,4.48394E-07
0.02,0.00000047
0.021,4.94386E-07
0.022,5.14845E-07
0.023,5.37218E-07
0.024,5.59068E-07
0.025,5.80802E-07
0.026,6.04252E-07
0.027,6.25831E-07
0.028,6.40629E-07
0.029,6.63254E-07
0.03,6.85816E-07
0.031,0.000000705
0.032,7.29754E-07
0.033,7.67085E-07
0.034,7.85377E-07
0.035,7.87361E-07
0.036,8.07242E-07
0.037,8.35542E-07
0.038,8.65088E-07
0.039,8.97641E-07
0.04,9.00312E-07
0.041,9.37294E-07
0.042,9.57571E-07
0.043,1.006682E-06
0.044,1.013771E-06
0.045,1.019732E-06
0.046,1.033201E-06
0.047,1.058482E-06
0.048,0.000001083
0.049,1.108113E-06
0.05,0.000001153
0.051,1.17821E-06
0.052,1.18476E-06
0.053,0.000001202
0.054,1.21168E-06
0.055,1.25016E-06
0.056,1.26357E-06
0.057,1.28365E-06
0.058,1.30683E-06
0.059,1.33833E-06
0.06,1.36111E-06
0.061,1.38579E-06
0.062,1.4188E-06
0.063,1.44079E-06
0.064,1.46884E-06
0.065,1.51491E-06
0.066,1.52457E-06
0.067,1.5483E-06
0.068,0.000001577
0.069,1.60067E-06
0.07,1.62723E-06
0.071,1.68142E-06
0.072,1.71062E-06
0.073,1.71616E-06
0.074,1.74442E-06
0.075,1.78268E-06
0.076,1.78127E-06
0.077,1.80786E-06
0.078,0.000001839
0.079,1.88075E-06
0.08,1.90006E-06
0.081,1.9341E-06
0.082,1.96736E-06
0.083,1.99505E-06
0.084,2.02971E-06
0.085,2.05178E-06
0.086,2.08388E-06
0.087,2.11433E-06
0.088,2.1736E-06
0.089,2.17122E-06
0.09,0.000002213
0.091,0.000002243
0.092,2.26929E-06
0.093,2.31767E-06
0.094,2.33273E-06
0.095,2.36319E-06
0.096,2.39345E-06
0.097,2.4143E-06
0.098,2.46681E-06
0.099,2.49674E-06
0.1,2.52786E-06
0.101,2.58617E-06
0.102,2.61128E-06
0.103,2.65232E-06
0.104,2.66029E-06
0.105,2.70064E-06
0.106,2.72045E-06
0.107,2.77537E-06
0.108,2.78043E-06
0.109,2.82277E-06
0.11,2.87329E-06
0.111,2.89919E-06
0.112,2.91835E-06
0.113,0.000002983
0.114,0.000002985
0.115,3.01041E-06
0.116,3.02966E-06
0.117,3.05974E-06
0.118,3.10339E-06
0.119,3.14285E-06
0.12,3.18764E-06
0.121,3.20641E-06
0.122,3.23519E-06
0.123,3.27756E-06
0.124,3.30178E-06
0.125,3.31812E-06
0.126,3.37067E-06
0.127,3.39816E-06
0.128,3.45018E-06
0.129,3.51766E-06
0.13,3.54154E-06
0.131,0.000003533
0.132,3.56334E-06
0.133,3.64746E-06
0.134,0.000003648
0.135,3.6971E-06
0.136,3.69016E-06
0.137,3.73721E-06
0.138,3.78074E-06
0.139,3.80192E-06
0.14,3.89225E-06
0.141,3.88748E-06
0.142,3.90773E-06
0.143,3.95156E-06
0.144,3.97369E-06
0.145,3.99536E-06
0.146,4.04572E-06
0.147,4.06245E-06
0.148,4.09554E-06
0.149,4.1287E-06
0.15,4.22582E-06
0.151,4.20291E-06
0.152,4.27772E-06
0.153,0.000004335
0.154,4.3548E-06
0.155,4.4589E-06
0.156,4.49622E-06
0.157,4.46589E-06
0.158,4.54726E-06
0.159,4.54462E-06
0.16,4.55567E-06
0.161,4.57271E-06
0.162,4.59318E-06
0.163,4.62117E-06
0.164,4.69988E-06
0.165,4.79264E-06
0.166,4.78884E-06
0.167,4.85535E-06
0.168,4.86751E-06
0.169,4.80452E-06
0.17,4.91722E-06
0.171,4.95355E-06
0.172,4.99028E-06
0.173,4.97466E-06
0.174,5.07392E-06
0.175,5.11122E-06
0.176,0.000005055
0.177,5.14714E-06
0.178,5.21377E-06
0.179,5.24589E-06
0.18,5.27656E-06
0.181,5.25925E-06
0.182,5.33176E-06
0.183,5.42847E-06
0.184,5.37159E-06
0.185,5.48346E-06
0.186,5.48318E-06
0.187,5.59129E-06
0.188,5.61829E-06
0.189,5.67775E-06
0.19,5.74662E-06
0.191,5.74821E-06
0.192,0.000005805
0.193,5.73388E-06
0.194,5.71715E-06
0.195,5.7059E-06
0.196,5.82408E-06
0.197,5.79175E-06
0.198,5.84873E-06
0.199,5.88977E-06
0.2,5.90967E-06
0.201,6.0996E-06
0.202,6.16807E-06
0.203,6.16869E-06
0.204,6.23334E-06
0.205,0.000006293
0.206,6.37519E-06
0.207,6.40519E-06
0.208,6.50783E-06
0.209,0.00000648
0.21,6.53056E-06
0.211,6.58427E-06
0.212,6.60533E-06
0.213,6.71684E-06
0.214,6.73781E-06
0.215,6.7936E-06
0.216,6.84669E-06
0.217,6.87456E-06
0.218,6.99926E-06
0.219,7.02707E-06
0.22,7.07023E-06
0.221,6.9474E-06
0.222,6.77544E-06
0.223,6.90554E-06
0.224,6.98663E-06
0.225,7.00774E-06
0.226,7.00341E-06
0.227,7.08141E-06
0.228,7.09417E-06
0.229,7.20138E-06
0.23,7.47514E-06
0.231,7.54913E-06
0.232,7.46247E-06
0.233,7.35912E-06
0.234,7.43406E-06
0.235,7.46575E-06
0.236,7.51835E-06
0.237,7.67129E-06
0.238,7.71581E-06
0.239,7.74536E-06
0.24,7.7527E-06
0.241,7.89171E-06
0.242,7.86915E-06
0.243,7.89815E-06
0.244,7.94252E-06
0.245,8.02679E-06
0.246,8.05985E-06
0.247,8.14412E-06
0.248,8.22954E-06
0.249,0.000008271
0.25,8.28611E-06
0.251,8.39643E-06
0.252,8.62186E-06
0.253,8.74246E-06
0.254,8.84029E-06
0.255,8.56954E-06
0.256,8.63619E-06
0.257,8.6297E-06
0.258,8.77812E-06
0.259,8.79155E-06
0.26,8.87371E-06
0.261,8.75693E-06
0.262,8.89151E-06
0.263,8.97335E-06
0.264,9.0227E-06
0.265,9.09754E-06
0.266,9.1663E-06
0.267,9.17775E-06
0.268,9.28182E-06
0.269,0.0000095
0.27,9.41788E-06
0.271,9.44219E-06
0.272,9.30223E-06
0.273,9.49475E-06
0.274,9.51841E-06
0.275,9.59478E-06
0.276,9.67143E-06
0.277,9.61383E-06
0.278,9.67939E-06
0.279,0.000009679
0.28,9.74732E-06
0.281,9.89387E-06
0.282,9.89671E-06
0.283,9.74408E-06
0.284,9.74039E-06
0.285,9.76268E-06
0.286,9.89282E-06
0.287,9.8204E-06
0.288,9.89316E-06
0.289,0.000009732
0.29,9.81066E-06
0.291,9.73855E-06
0.292,9.7946E-06
0.293,9.96193E-06
0.294,1.021042E-05
0.295,1.01458E-05
0.296,1.030726E-05
0.297,1.032322E-05
0.298,0.000010456
0.299,1.050146E-05
0.3,1.061127E-05
